Year,Cause_Code,Cause_Name,State,Deaths,Age_Adjusted_Rate,Rate_Category,Deaths_Rate_Scaled
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,815,59.0,Medium,0.815
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Jersey,3218,33.7,Low,3.218
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1430,67.3,Medium,1.43
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,6515,30.2,Low,6.515
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4991,47.9,Low,4.991
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,368,44.1,Low,0.368
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,6756,55.9,Medium,6.756
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2422,60.1,Medium,2.422
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1999,44.5,Low,1.999
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,7324,52.0,Medium,7.324
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,649,53.1,Medium,0.649
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2737,54.0,Medium,2.737
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,469,49.5,Low,0.469
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3873,56.4,Medium,3.873
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9976,37.4,Low,9.976
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,146571,43.2,Low,146.571
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,1223,45.6,Low,1.223
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,346,48.4,Low,0.346
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,3429,39.6,Low,3.429
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,3192,41.9,Low,3.192
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1516,77.9,Medium,1.516
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,3206,49.3,Low,3.206
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,400,65.8,Medium,0.4
2015,All Causes,All causes,Alabama,51909,924.5,Very High,51.909
2015,All Causes,All causes,Alaska,4316,747.4,Very High,4.316
2015,All Causes,All causes,Arizona,54299,671.8,Very High,54.299
2015,All Causes,All causes,Arkansas,31617,901.8,Very High,31.617
2015,All Causes,All causes,California,259206,621.6,Very High,259.206
2015,All Causes,All causes,Colorado,36349,665.0,Very High,36.349
2015,All Causes,All causes,Connecticut,30535,656.1,Very High,30.535
2015,All Causes,All causes,Delaware,8582,741.5,Very High,8.582
2015,All Causes,All causes,District Of Columbia,4871,748.6,Very High,4.871
2015,All Causes,All causes,Florida,191737,662.9,Very High,191.737
2015,All Causes,All causes,Georgia,79942,808.1,Very High,79.942
2015,All Causes,All causes,Hawaii,11053,588.2,Very High,11.053
2015,All Causes,All causes,Idaho,13026,727.8,Very High,13.026
2015,All Causes,All causes,Illinois,106872,728.3,Very High,106.872
2015,All Causes,All causes,Indiana,62713,833.9,Very High,62.713
2015,All Causes,All causes,Iowa,29600,724.6,Very High,29.6
2015,All Causes,All causes,Kansas,26664,774.1,Very High,26.664
2015,All Causes,All causes,Kentucky,46564,924.7,Very High,46.564
2015,All Causes,All causes,Louisiana,43716,874.2,Very High,43.716
2015,All Causes,All causes,Maine,14479,783.5,Very High,14.479
2015,All Causes,All causes,Maryland,47247,705.7,Very High,47.247
2015,All Causes,All causes,Massachusetts,57806,684.8,Very High,57.806
2015,All Causes,All causes,Michigan,95140,784.4,Very High,95.14
2015,All Causes,All causes,Minnesota,42800,653.8,Very High,42.8
2015,All Causes,All causes,Mississippi,31783,963.7,Very High,31.783
2015,All Causes,All causes,Missouri,59871,816.9,Very High,59.871
2015,All Causes,All causes,Montana,9942,762.7,Very High,9.942
2015,All Causes,All causes,Nebraska,16740,739.2,Very High,16.74
2015,All Causes,All causes,Nevada,22879,757.2,Very High,22.879
2015,All Causes,All causes,New Hampshire,11984,720.6,Very High,11.984
2015,All Causes,All causes,New Jersey,72271,666.0,Very High,72.271
2015,All Causes,All causes,New Mexico,17685,741.5,Very High,17.685
2015,All Causes,All causes,New York,153628,644.0,Very High,153.628
2015,All Causes,All causes,North Carolina,89133,789.9,Very High,89.133
2015,All Causes,All causes,North Dakota,6223,696.8,Very High,6.223
2015,All Causes,All causes,Ohio,118188,828.4,Very High,118.188
2015,All Causes,All causes,Oklahoma,39422,904.3,Very High,39.422
2015,All Causes,All causes,Oregon,35705,722.3,Very High,35.705
2015,All Causes,All causes,Pennsylvania,132598,768.3,Very High,132.598
2015,All Causes,All causes,Rhode Island,10163,721.9,Very High,10.163
2015,All Causes,All causes,South Carolina,47198,840.0,Very High,47.198
2015,All Causes,All causes,South Dakota,7731,715.4,Very High,7.731
2015,All Causes,All causes,Tennessee,66570,886.4,Very High,66.57
2015,All Causes,All causes,Texas,189654,745.0,Very High,189.654
2015,All Causes,All causes,United States,2712630,733.1,Very High,2712.63
2015,All Causes,All causes,Utah,17334,712.1,Very High,17.334
2015,All Causes,All causes,Vermont,5919,714.7,Very High,5.919
2015,All Causes,All causes,Virginia,65577,721.6,Very High,65.577
2015,All Causes,All causes,Washington,54595,687.4,Very High,54.595
2015,All Causes,All causes,West Virginia,22752,943.4,Very High,22.752
2015,All Causes,All causes,Wisconsin,51264,715.9,Very High,51.264
2015,All Causes,All causes,Wyoming,4778,748.3,Very High,4.778
2015,Alzheimer's disease (G30),Alzheimer's disease,Alabama,2282,41.8,Low,2.282
2015,Alzheimer's disease (G30),Alzheimer's disease,Alaska,68,16.7,Low,0.068
2015,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2943,35.8,Low,2.943
2015,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1457,41.5,Low,1.457
2015,Alzheimer's disease (G30),Alzheimer's disease,California,15065,35.7,Low,15.065
2015,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1612,31.3,Low,1.612
2015,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,966,19.0,Low,0.966
2015,Alzheimer's disease (G30),Alzheimer's disease,Delaware,264,22.6,Low,0.264
2015,Alzheimer's disease (G30),Alzheimer's disease,District Of Columbia,129,19.2,Low,0.129
2015,Alzheimer's disease (G30),Alzheimer's disease,Florida,7031,21.8,Low,7.031
2015,Alzheimer's disease (G30),Alzheimer's disease,Georgia,3714,42.4,Low,3.714
2015,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,422,19.5,Low,0.422
2015,Alzheimer's disease (G30),Alzheimer's disease,Idaho,552,31.6,Low,0.552
2015,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3686,24.4,Low,3.686
2015,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2513,33.1,Low,2.513
2015,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1339,29.9,Low,1.339
2015,Alzheimer's disease (G30),Alzheimer's disease,Kansas,865,23.5,Low,0.865
2015,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1694,34.9,Low,1.694
2015,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,2018,42.5,Low,2.018
2015,Alzheimer's disease (G30),Alzheimer's disease,Maine,544,28.4,Low,0.544
2015,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1095,16.4,Low,1.095
2015,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1815,20.2,Low,1.815
2015,Alzheimer's disease (G30),Alzheimer's disease,Michigan,3771,30.1,Low,3.771
2015,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1789,26.0,Low,1.789
2015,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1402,44.1,Low,1.402
2015,Alzheimer's disease (G30),Alzheimer's disease,Missouri,2173,28.7,Low,2.173
2015,Alzheimer's disease (G30),Alzheimer's disease,Montana,277,20.7,Low,0.277
2015,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,598,24.8,Low,0.598
2015,Alzheimer's disease (G30),Alzheimer's disease,Nevada,874,32.9,Low,0.874
2015,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,432,25.5,Low,0.432
2015,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,2260,19.8,Low,2.26
2015,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,483,19.9,Low,0.483
2015,Alzheimer's disease (G30),Alzheimer's disease,New York,3174,12.6,Low,3.174
2015,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,3803,34.8,Low,3.803
2015,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,376,36.7,Low,0.376
2015,Alzheimer's disease (G30),Alzheimer's disease,Ohio,4643,31.1,Low,4.643
2015,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1498,34.7,Low,1.498
2015,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1652,33.0,Low,1.652
2015,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4012,21.0,Low,4.012
2015,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,453,28.8,Low,0.453
2015,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,2453,46.2,Low,2.453
2015,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,421,34.8,Low,0.421
2015,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,3122,43.4,Low,3.122
2015,Alzheimer's disease (G30),Alzheimer's disease,Texas,8903,38.2,Low,8.903
2015,Alzheimer's disease (G30),Alzheimer's disease,United States,110561,29.4,Low,110.561
2015,Alzheimer's disease (G30),Alzheimer's disease,Utah,906,40.7,Low,0.906
2015,Alzheimer's disease (G30),Alzheimer's disease,Vermont,298,35.1,Low,0.298
2015,Alzheimer's disease (G30),Alzheimer's disease,Virginia,2248,25.6,Low,2.248
2015,Alzheimer's disease (G30),Alzheimer's disease,Washington,3490,44.4,Low,3.49
2015,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,738,30.0,Low,0.738
2015,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,2087,27.5,Low,2.087
2015,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,151,24.2,Low,0.151
2015,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2937,52.2,Medium,2.937
2015,Cerebrovascular diseases (I60-I69),Stroke,Alaska,182,36.8,Low,0.182
2015,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2522,30.7,Low,2.522
2015,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1653,46.8,Low,1.653
2015,Cerebrovascular diseases (I60-I69),Stroke,California,15065,36.2,Low,15.065
2015,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1856,34.9,Low,1.856
2015,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1388,28.5,Low,1.388
2015,Cerebrovascular diseases (I60-I69),Stroke,Delaware,466,39.4,Low,0.466
2015,Cerebrovascular diseases (I60-I69),Stroke,District Of Columbia,242,38.3,Low,0.242
2015,Cerebrovascular diseases (I60-I69),Stroke,Florida,11433,37.1,Low,11.433
2015,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4335,45.3,Low,4.335
2015,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,735,38.2,Low,0.735
2015,Cerebrovascular diseases (I60-I69),Stroke,Idaho,641,36.3,Low,0.641
2015,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5709,38.4,Low,5.709
2015,Cerebrovascular diseases (I60-I69),Stroke,Indiana,2959,39.1,Low,2.959
2015,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1418,33.2,Low,1.418
2015,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1364,38.6,Low,1.364
2015,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2050,40.8,Low,2.05
2015,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2280,46.0,Low,2.28
2015,Cerebrovascular diseases (I60-I69),Stroke,Maine,616,32.6,Low,0.616
2015,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2540,37.8,Low,2.54
2015,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2475,28.4,Low,2.475
2015,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4666,37.6,Low,4.666
2015,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2238,33.5,Low,2.238
2015,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1734,52.6,Medium,1.734
2015,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3037,40.8,Low,3.037
2015,Cerebrovascular diseases (I60-I69),Stroke,Montana,458,33.8,Low,0.458
2015,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,776,33.4,Low,0.776
2015,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1078,37.0,Low,1.078
2015,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,457,26.9,Low,0.457
2015,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3413,31.1,Low,3.413
2015,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,786,32.5,Low,0.786
2015,Cerebrovascular diseases (I60-I69),Stroke,New York,6292,26.0,Low,6.292
2015,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5033,44.7,Low,5.033
2015,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,308,33.4,Low,0.308
2015,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5945,40.7,Low,5.945
2015,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1881,43.0,Low,1.881
2015,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1873,37.5,Low,1.873
2015,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6987,38.8,Low,6.987
2015,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,394,27.1,Low,0.394
2015,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2600,46.7,Low,2.6
2015,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,383,33.2,Low,0.383
2015,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3447,46.0,Low,3.447
2015,Cerebrovascular diseases (I60-I69),Stroke,Texas,10485,42.7,Low,10.485
2015,Cerebrovascular diseases (I60-I69),Stroke,United States,140323,37.6,Low,140.323
2015,Cerebrovascular diseases (I60-I69),Stroke,Utah,888,38.4,Low,0.888
2015,Cerebrovascular diseases (I60-I69),Stroke,Vermont,307,36.4,Low,0.307
2015,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3393,38.0,Low,3.393
2015,Cerebrovascular diseases (I60-I69),Stroke,Washington,2703,34.2,Low,2.703
2015,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1079,43.8,Low,1.079
2015,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2618,35.6,Low,2.618
2015,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,198,31.4,Low,0.198
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3279,56.4,Medium,3.279
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,204,37.8,Low,0.204
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3681,43.8,Low,3.681
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2270,62.4,Medium,2.27
2015,Chronic lower respiratory diseases (J40-J47),CLRD,California,13621,33.1,Low,13.621
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2577,47.8,Low,2.577
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1369,29.7,Low,1.369
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,510,42.5,Low,0.51
2015,Chronic lower respiratory diseases (J40-J47),CLRD,District Of Columbia,147,23.4,Low,0.147
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11705,38.4,Low,11.705
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4607,46.7,Low,4.607
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,332,17.3,Low,0.332
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,843,46.3,Low,0.843
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5544,38.2,Low,5.544
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4212,55.4,Medium,4.212
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,2011,49.1,Low,2.011
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1704,49.7,Low,1.704
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3331,64.3,Medium,3.331
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2178,43.2,Low,2.178
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,1025,53.6,Medium,1.025
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2040,30.7,Low,2.04
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2784,33.0,Low,2.784
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5848,47.5,Low,5.848
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2351,36.4,Low,2.351
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1924,57.1,Medium,1.924
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3935,52.8,Medium,3.935
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,679,50.2,Medium,0.679
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1174,52.2,Medium,1.174
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1617,54.1,Medium,1.617
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,705,41.9,Low,0.705
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3202,29.6,Low,3.202
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1109,44.7,Low,1.109
2015,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7109,29.9,Low,7.109
2015,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5221,45.5,Low,5.221
2015,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,351,40.0,Low,0.351
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7211,49.6,Low,7.211
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2924,65.8,Medium,2.924
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2119,42.4,Low,2.119
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6664,38.1,Low,6.664
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,510,36.9,Low,0.51
2015,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2908,49.9,Low,2.908
2015,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,502,45.3,Low,0.502
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4239,54.9,Medium,4.239
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,10231,41.3,Low,10.231
2015,Chronic lower respiratory diseases (J40-J47),CLRD,United States,155041,41.6,Low,155.041
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,811,33.9,Low,0.811
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,357,42.3,Low,0.357
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3370,37.1,Low,3.37
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3154,39.7,Low,3.154
2015,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1628,64.6,Medium,1.628
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2846,39.3,Low,2.846
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,368,57.1,Medium,0.368
2015,Diabetes mellitus (E10-E14),Diabetes,Alabama,1255,21.7,Low,1.255
2015,Diabetes mellitus (E10-E14),Diabetes,Alaska,142,23.9,Low,0.142
2015,Diabetes mellitus (E10-E14),Diabetes,Arizona,2081,25.3,Low,2.081
2015,Diabetes mellitus (E10-E14),Diabetes,Arkansas,886,24.7,Low,0.886
2015,Diabetes mellitus (E10-E14),Diabetes,California,8845,21.2,Low,8.845
2015,Diabetes mellitus (E10-E14),Diabetes,Colorado,887,15.9,Low,0.887
2015,Diabetes mellitus (E10-E14),Diabetes,Connecticut,653,13.9,Low,0.653
2015,Diabetes mellitus (E10-E14),Diabetes,Delaware,215,18.1,Low,0.215
2015,Diabetes mellitus (E10-E14),Diabetes,District Of Columbia,162,25.7,Low,0.162
2015,Diabetes mellitus (E10-E14),Diabetes,Florida,5403,18.6,Low,5.403
2015,Diabetes mellitus (E10-E14),Diabetes,Georgia,2210,21.4,Low,2.21
2015,Diabetes mellitus (E10-E14),Diabetes,Hawaii,263,14.5,Low,0.263
2015,Diabetes mellitus (E10-E14),Diabetes,Idaho,403,22.1,Low,0.403
2015,Diabetes mellitus (E10-E14),Diabetes,Illinois,2817,19.2,Low,2.817
2015,Diabetes mellitus (E10-E14),Diabetes,Indiana,2030,26.9,Low,2.03
2015,Diabetes mellitus (E10-E14),Diabetes,Iowa,1077,26.7,Low,1.077
2015,Diabetes mellitus (E10-E14),Diabetes,Kansas,684,20.2,Low,0.684
2015,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1458,28.2,Low,1.458
2015,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1199,23.5,Low,1.199
2015,Diabetes mellitus (E10-E14),Diabetes,Maine,407,21.9,Low,0.407
2015,Diabetes mellitus (E10-E14),Diabetes,Maryland,1243,18.3,Low,1.243
2015,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1398,16.7,Low,1.398
2015,Diabetes mellitus (E10-E14),Diabetes,Michigan,2751,22.5,Low,2.751
2015,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1221,18.6,Low,1.221
2015,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1092,32.4,Low,1.092
2015,Diabetes mellitus (E10-E14),Diabetes,Missouri,1468,19.7,Low,1.468
2015,Diabetes mellitus (E10-E14),Diabetes,Montana,321,24.5,Low,0.321
2015,Diabetes mellitus (E10-E14),Diabetes,Nebraska,553,24.8,Low,0.553
2015,Diabetes mellitus (E10-E14),Diabetes,Nevada,420,13.4,Low,0.42
2015,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,308,17.9,Low,0.308
2015,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1933,17.9,Low,1.933
2015,Diabetes mellitus (E10-E14),Diabetes,New Mexico,608,24.9,Low,0.608
2015,Diabetes mellitus (E10-E14),Diabetes,New York,4045,17.1,Low,4.045
2015,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2746,23.6,Low,2.746
2015,Diabetes mellitus (E10-E14),Diabetes,North Dakota,195,22.6,Low,0.195
2015,Diabetes mellitus (E10-E14),Diabetes,Ohio,3645,25.3,Low,3.645
2015,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1442,32.4,Low,1.442
2015,Diabetes mellitus (E10-E14),Diabetes,Oregon,1148,22.9,Low,1.148
2015,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3777,22.1,Low,3.777
2015,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,276,20.2,Low,0.276
2015,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1347,23.4,Low,1.347
2015,Diabetes mellitus (E10-E14),Diabetes,South Dakota,282,26.3,Low,0.282
2015,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1798,23.4,Low,1.798
2015,Diabetes mellitus (E10-E14),Diabetes,Texas,5521,21.2,Low,5.521
2015,Diabetes mellitus (E10-E14),Diabetes,United States,79535,21.3,Low,79.535
2015,Diabetes mellitus (E10-E14),Diabetes,Utah,604,24.6,Low,0.604
2015,Diabetes mellitus (E10-E14),Diabetes,Vermont,159,19.8,Low,0.159
2015,Diabetes mellitus (E10-E14),Diabetes,Virginia,2044,21.9,Low,2.044
2015,Diabetes mellitus (E10-E14),Diabetes,Washington,1811,22.4,Low,1.811
2015,Diabetes mellitus (E10-E14),Diabetes,West Virginia,784,31.7,Low,0.784
2015,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1382,19.4,Low,1.382
2015,Diabetes mellitus (E10-E14),Diabetes,Wyoming,136,20.8,Low,0.136
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12981,229.7,Very High,12.981
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,846,154.1,High,0.846
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,11458,138.8,High,11.458
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7938,223.2,Very High,7.938
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,61289,145.6,High,61.289
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,7009,128.4,High,7.009
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7205,147.8,High,7.205
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1940,165.2,High,1.94
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District Of Columbia,1217,187.6,High,1.217
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,45441,149.8,High,45.441
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17769,180.2,High,17.769
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2605,135.6,High,2.605
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2825,156.4,High,2.825
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25652,171.5,High,25.652
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13948,182.3,High,13.948
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6813,160.9,High,6.813
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5624,158.5,High,5.624
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10077,197.8,High,10.077
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10665,212.1,Very High,10.665
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,3009,157.3,High,3.009
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11481,169.3,High,11.481
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,12130,138.5,High,12.13
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24794,198.9,High,24.794
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7844,116.6,High,7.844
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7969,240.5,Very High,7.969
